LocalTime;T;Po;P;Pa;U;DD
29.04.2015 02:00;6.2;756;758;1.6;93;Ветер
28.04.2015 23:00;7.2;754.4;756.4;0.6;94;Ветер
28.04.2015 20:00;7.6;753.8;755.8;0.7;93;Ветер
28.04.2015 17:00;9.2;753.1;755.2;0.1;92;Ветер
28.04.2015 14:00;8.9;753;755;0.5;95;Ветер
28.04.2015 11:00;10.2;752.5;754.4;1.2;91;Ветер
28.04.2015 08:00;9.3;751.3;753.3;0.9;95;Ветер
28.04.2015 05:00;10.5;750.4;752.3;-0.5;94;Ветер
28.04.2015 02:00;11.4;750.9;752.8;0.6;94;Ветер
27.04.2015 23:00;11.5;750.3;752.2;0.5;84;Ветер
27.04.2015 20:00;20.3;749.8;751.6;-0.6;41;Ветер
27.04.2015 17:00;22.3;750.4;752.3;-1.2;39;Ветер
27.04.2015 14:00;21.1;751.6;753.4;-0.8;42;Ветер
27.04.2015 11:00;19.6;752.4;754.3;-0.4;60;Ветер
27.04.2015 08:00;11.8;752.8;754.7;-0.1;90;Ветер
27.04.2015 05:00;8.1;752.9;754.9;-0.7;94;Ветер
27.04.2015 02:00;10.1;753.6;755.5;-0.1;91;Ветер
26.04.2015 23:00;9.1;753.7;755.7;-0.2;88;Ветер
26.04.2015 20:00;13.7;753.9;755.8;0.2;72;Ветер
26.04.2015 17:00;15.1;753.7;755.7;-0.3;68;Ветер
26.04.2015 14:00;14.1;754;756;0.5;74;Ветер
26.04.2015 11:00;13.2;753.5;755.5;1.3;80;Ветер
26.04.2015 08:00;12.8;752.2;754;1.1;67;Ветер
26.04.2015 05:00;10.2;751.1;753.1;-0.9;75;Штиль
26.04.2015 02:00;11;752;754;-1.1;66;Штиль
25.04.2015 23:00;15.4;753.1;755;-0.3;49;Ветер
25.04.2015 20:00;18.8;753.4;755.3;-0.6;38;Ветер
25.04.2015 17:00;22.2;754;755.8;-1.2;35;Ветер
25.04.2015 14:00;21.3;755.2;757.1;-1;41;Ветер
25.04.2015 11:00;18.1;756.2;757.9;-0.2;52;Ветер
25.04.2015 08:00;9.7;756.4;758.3;0;81;Ветер
25.04.2015 05:00;4.2;756.4;758.5;-0.3;95;Штиль
25.04.2015 02:00;5.6;756.7;758.8;0;94;Штиль
24.04.2015 23:00;5.8;756.7;758.8;0.1;92;Ветер
24.04.2015 20:00;9.8;756.6;758.6;-0.2;76;Штиль
24.04.2015 17:00;11.5;756.8;758.8;0.1;68;Ветер
24.04.2015 14:00;12.4;756.7;758.7;0.1;63;Ветер
24.04.2015 11:00;9.3;756.6;758.6;1.1;76;Ветер
24.04.2015 08:00;8.6;755.5;757.5;0.9;82;Ветер
24.04.2015 05:00;8.4;754.6;756.6;0;81;Ветер
24.04.2015 02:00;8.7;754.6;756.6;-0.2;81;Ветер
23.04.2015 23:00;9.6;754.8;756.7;0.1;79;Ветер
23.04.2015 20:00;11;754.7;756.7;-0.2;67;Ветер
23.04.2015 17:00;13.1;754.9;756.9;-0.3;62;Ветер
23.04.2015 14:00;13.6;755.2;757.2;-0.2;61;Ветер
23.04.2015 11:00;13.8;755.4;757.3;-0.9;60;Ветер
23.04.2015 08:00;9.9;756.3;758.2;-1.9;69;Ветер
23.04.2015 05:00;7.3;758.2;760.2;-1.9;80;Ветер
23.04.2015 02:00;6.3;760.1;762.1;-2.4;75;Ветер
22.04.2015 23:00;6.8;762.5;764.5;-0.9;66;Ветер
22.04.2015 20:00;9.9;763.4;765.4;-1.1;50;Ветер
22.04.2015 17:00;12.7;764.5;766.4;-0.8;42;Ветер
22.04.2015 14:00;12.9;765.3;767.3;-0.5;41;Ветер
22.04.2015 11:00;11.9;765.8;767.8;0.1;50;Ветер
22.04.2015 08:00;6.6;765.7;767.8;0.7;81;Штиль
22.04.2015 05:00;3;765;767;-0.1;95;Ветер
22.04.2015 02:00;3.3;765.1;767.2;0.3;93;Штиль
21.04.2015 23:00;5;764.8;766.8;0.8;86;Ветер
21.04.2015 20:00;7;764;766;0.7;71;Ветер
21.04.2015 17:00;10.1;763.3;765.4;0.6;64;Ветер
21.04.2015 14:00;10.6;762.7;764.7;0.8;62;Ветер
21.04.2015 11:00;10.3;761.9;763.9;0;55;Ветер
21.04.2015 08:00;7.2;761.9;763.9;-0.7;73;Ветер
21.04.2015 05:00;4.4;762.6;764.6;-0.7;87;Ветер
21.04.2015 02:00;4.1;763.3;765.4;-0.3;82;Ветер
20.04.2015 23:00;4.7;763.6;765.6;0.5;73;Ветер
20.04.2015 20:00;5.3;763.1;765.1;0.5;73;Ветер
20.04.2015 17:00;7.5;762.6;764.5;0.8;67;Ветер
20.04.2015 14:00;8.4;761.8;763.7;1.2;65;Ветер
20.04.2015 11:00;8.5;760.6;762.5;1.7;67;Ветер
20.04.2015 08:00;7.1;758.9;760.9;1.3;79;Ветер
20.04.2015 05:00;6.4;757.6;759.7;-0.5;76;Ветер
20.04.2015 02:00;6.7;758.1;760.1;-1.4;75;Ветер
19.04.2015 23:00;5.7;759.5;761.5;-1.3;74;Ветер
19.04.2015 20:00;7;760.8;762.8;-0.5;67;Ветер
19.04.2015 17:00;7.4;761.3;763.3;-0.8;60;Ветер
19.04.2015 14:00;8.3;762.1;764.2;-0.3;64;Ветер
19.04.2015 11:00;7;762.4;764.4;0.7;73;Ветер
19.04.2015 08:00;5.2;761.7;763.8;0.5;86;Ветер
19.04.2015 05:00;4.6;761.2;763.3;0;82;Ветер
19.04.2015 02:00;4.8;761.2;763.3;-0.5;79;Ветер
18.04.2015 23:00;4.7;761.7;763.7;0;79;Ветер
18.04.2015 20:00;5;761.7;763.7;0;78;Ветер
18.04.2015 17:00;7.1;761.7;763.6;-0.1;70;Ветер
18.04.2015 14:00;7.2;761.8;763.9;0.1;69;Ветер
18.04.2015 11:00;6.6;761.7;763.7;0.9;68;Ветер
18.04.2015 08:00;4.6;760.8;762.8;1.1;86;Ветер
18.04.2015 05:00;4.3;759.7;761.7;0.9;89;Ветер
18.04.2015 02:00;4.2;758.8;760.9;1.1;84;Ветер
17.04.2015 23:00;3.9;757.7;759.7;0.6;83;Ветер
17.04.2015 20:00;4.4;757.1;759.1;0.7;78;Ветер
17.04.2015 17:00;6.3;756.4;758.4;0.9;65;Ветер
17.04.2015 14:00;5;755.5;757.5;1.8;84;Ветер
17.04.2015 11:00;9;753.7;755.7;0.9;62;Ветер
17.04.2015 08:00;6.1;752.8;754.9;0.3;82;Ветер
17.04.2015 05:00;5;752.5;754.6;-0.4;83;Ветер
17.04.2015 02:00;6.2;752.9;754.9;-0.4;79;Ветер
16.04.2015 23:00;7.3;753.3;755.2;-0.6;73;Ветер
16.04.2015 20:00;7.4;753.9;755.9;-0.4;68;Ветер
16.04.2015 17:00;8.3;754.3;756.3;0;64;Ветер
16.04.2015 14:00;9.1;754.3;756.4;1.2;60;Ветер
16.04.2015 11:00;7.5;753.1;755.1;1.7;72;Ветер
16.04.2015 08:00;6.5;751.4;753.4;1.7;76;Ветер
16.04.2015 05:00;6.3;749.7;751.6;1.2;78;Ветер
16.04.2015 02:00;8.8;748.5;750.4;-0.3;77;Ветер
15.04.2015 23:00;11.2;748.8;750.7;-1.8;65;Ветер
15.04.2015 20:00;10.8;750.6;752.5;-2.8;85;Ветер
15.04.2015 17:00;8.2;753.4;755.4;-2.2;95;Ветер
15.04.2015 14:00;8.4;755.6;757.6;-0.1;86;Ветер
15.04.2015 11:00;8.8;755.7;757.6;0.8;80;Ветер
15.04.2015 08:00;7.6;754.9;756.8;0.6;87;Ветер
15.04.2015 05:00;7.4;754.3;756.2;0.1;92;Ветер
15.04.2015 02:00;7.3;754.2;756.1;-1.6;94;Ветер
14.04.2015 23:00;5.1;755.8;757.9;-3.5;95;Ветер
14.04.2015 20:00;3.8;759.3;761.3;-2;93;Ветер
14.04.2015 17:00;5.9;761.3;763.3;-1.1;70;Ветер
14.04.2015 14:00;7.3;762.4;764.4;-0.1;69;Ветер
14.04.2015 11:00;6.8;762.5;764.5;0.7;71;Ветер
14.04.2015 08:00;4.8;761.8;763.9;0.4;84;Ветер
14.04.2015 05:00;4.5;761.4;763.4;0.2;86;Ветер
14.04.2015 02:00;4.8;761.2;763.3;0.4;79;Ветер
13.04.2015 23:00;5.5;760.8;762.8;0.3;74;Ветер
13.04.2015 20:00;5.8;760.5;762.4;0.8;73;Ветер
13.04.2015 17:00;7;759.7;761.7;0.7;70;Ветер
13.04.2015 14:00;5.8;759;761;4.3;76;Ветер
13.04.2015 11:00;7.2;754.7;756.7;-0.2;88;Ветер
13.04.2015 08:00;9;754.9;756.8;-4.1;56;Ветер
13.04.2015 05:00;7;759;760.9;-3.5;56;Ветер
13.04.2015 02:00;6.6;762.5;764.5;-2.3;61;Ветер
12.04.2015 23:00;7.2;764.8;766.8;-0.9;69;Ветер
12.04.2015 20:00;9.2;765.7;767.8;-0.6;45;Ветер
12.04.2015 17:00;11.1;766.3;768.3;0.4;42;Ветер
12.04.2015 14:00;11.9;765.9;767.9;0.9;39;Ветер
12.04.2015 11:00;8.9;765;767;2;58;Ветер
12.04.2015 08:00;7.3;763;765.1;2.4;73;Ветер
12.04.2015 05:00;9.3;760.6;762.6;1.4;88;Ветер
12.04.2015 02:00;11.7;759.2;761.2;-0.4;67;Ветер
11.04.2015 23:00;10.5;759.6;761.5;-0.4;69;Ветер
11.04.2015 20:00;13.7;760;762;-0.5;54;Штиль
11.04.2015 17:00;21.1;760.5;762.4;-1.4;35;Ветер
11.04.2015 14:00;20.5;761.9;763.8;-1.2;40;Ветер
11.04.2015 11:00;17.6;763.1;765.1;-0.2;47;Ветер
11.04.2015 08:00;6.9;763.3;765.3;-0.1;74;Ветер
11.04.2015 05:00;1.9;763.4;765.4;-0.5;95;Штиль
11.04.2015 02:00;4.2;763.9;765.9;-0.3;85;Штиль
10.04.2015 23:00;8.3;764.2;766.2;0;63;Ветер
10.04.2015 20:00;11.1;764.2;766.2;-0.4;55;Ветер
10.04.2015 17:00;14.5;764.6;766.6;-0.7;51;Ветер
10.04.2015 14:00;14;765.3;767.2;-0.1;58;Ветер
10.04.2015 11:00;11.7;765.4;767.4;0.6;62;Ветер
10.04.2015 08:00;7.3;764.8;766.8;0.2;74;Ветер
10.04.2015 05:00;6.2;764.6;766.6;-1.1;72;Ветер
10.04.2015 02:00;6.2;765.7;767.8;0;76;Ветер
09.04.2015 23:00;6.2;765.7;767.8;-0.6;76;Ветер
09.04.2015 20:00;10.2;766.3;768.4;-1.5;43;Ветер
09.04.2015 17:00;13.2;767.8;769.8;-2.1;32;Ветер
09.04.2015 14:00;12.6;769.9;771.9;-1.8;34;Ветер
09.04.2015 11:00;9.6;771.7;773.8;-0.6;49;Ветер
09.04.2015 08:00;5;772.3;774.4;0.2;78;Ветер
09.04.2015 05:00;2.3;772.1;774.1;0.4;81;Ветер
09.04.2015 02:00;2.8;771.7;773.8;0.6;76;Ветер
08.04.2015 23:00;3.8;771.1;773.2;1.7;72;Ветер
08.04.2015 20:00;6;769.4;771.4;1.9;53;Ветер
08.04.2015 17:00;9;767.5;769.5;1.3;46;Ветер
08.04.2015 14:00;8.9;766.2;768.1;0.5;75;Ветер
08.04.2015 11:00;7;765.7;767.7;0.5;87;Ветер
08.04.2015 08:00;4.8;765.2;767.2;0.4;95;Ветер
08.04.2015 05:00;4.1;764.8;766.9;0.1;95;Ветер
08.04.2015 02:00;4.1;764.7;766.7;0;95;Ветер
07.04.2015 23:00;5.3;764.7;766.7;-0.5;94;Ветер
07.04.2015 20:00;5.2;765.2;767.2;-0.3;95;Ветер
07.04.2015 17:00;5.2;765.5;767.5;-1.1;92;Ветер
07.04.2015 14:00;7;766.6;768.7;-2.1;67;Ветер
07.04.2015 11:00;5;768.7;770.8;-1.1;81;Ветер
07.04.2015 08:00;3.8;769.8;771.9;-0.9;87;Ветер
07.04.2015 05:00;1.8;770.7;772.7;-0.4;95;Ветер
07.04.2015 02:00;2;771.1;773.2;0.6;95;Ветер
06.04.2015 23:00;2.3;770.5;772.6;0.3;95;Ветер
06.04.2015 20:00;3.8;770.2;772.2;1.5;90;Ветер
06.04.2015 17:00;7.6;768.7;770.8;0.8;68;Ветер
06.04.2015 14:00;7.1;767.9;769.9;1.3;69;Ветер
06.04.2015 11:00;4.8;766.6;768.7;2.1;81;Ветер
06.04.2015 08:00;3.2;764.5;766.6;1.7;91;Ветер
06.04.2015 05:00;1.7;762.8;764.8;0.9;97;Ветер
06.04.2015 02:00;1.6;761.9;763.9;0.5;93;Ветер
05.04.2015 23:00;1.9;761.4;763.4;0.4;93;Ветер
05.04.2015 20:00;2.5;761;763;0.6;91;Ветер
05.04.2015 17:00;3.3;760.4;762.4;0.5;90;Ветер
05.04.2015 14:00;4;759.9;761.9;0.6;88;Ветер
05.04.2015 11:00;3.7;759.3;761.3;0.8;90;Ветер
05.04.2015 08:00;2.2;758.5;761.2;0.6;97;Ветер
05.04.2015 05:00;2.4;757.9;760;0.2;95;Ветер
05.04.2015 02:00;2.5;757.7;759.7;0.4;91;Ветер
04.04.2015 23:00;2.8;757.3;759.4;0.5;89;Ветер
04.04.2015 20:00;2.6;756.8;758.9;0.6;91;Ветер
04.04.2015 17:00;4.2;756.2;758.2;0.2;74;Ветер
04.04.2015 14:00;3.1;756;758;0.2;88;Ветер
04.04.2015 11:00;1.4;755.8;757.8;0.2;89;Ветер
04.04.2015 08:00;2.7;755.6;757.6;-0.1;84;Ветер
04.04.2015 05:00;2.2;755.7;757.7;0;91;Ветер
04.04.2015 02:00;3.2;755.7;757.7;-0.4;88;Ветер
03.04.2015 23:00;3.5;756.1;758.2;0.1;86;Ветер
03.04.2015 20:00;3.8;756;758;0.5;80;Ветер
03.04.2015 17:00;6.1;755.5;757.6;0.1;63;Ветер
03.04.2015 14:00;7;755.4;757.4;0.6;59;Ветер
03.04.2015 11:00;6;754.8;756.8;0.8;66;Ветер
03.04.2015 08:00;3.4;754;756;1.2;90;Ветер
03.04.2015 05:00;3;752.8;754.9;1;88;Ветер
03.04.2015 02:00;2.4;751.8;753.8;1.3;93;Ветер
02.04.2015 23:00;3.3;750.5;752.5;1.2;85;Ветер
02.04.2015 20:00;3.9;749.3;751.3;1.5;74;Ветер
02.04.2015 17:00;4.6;747.8;749.8;1;70;Ветер
02.04.2015 14:00;4.7;746.8;748.8;0.9;65;Ветер
02.04.2015 11:00;4;745.9;748;0.4;79;Ветер
02.04.2015 08:00;3;745.5;747.4;0.5;86;Ветер
02.04.2015 05:00;2.8;745;747.1;0.1;93;Ветер
02.04.2015 02:00;4.2;744.9;746.9;-0.1;89;Ветер
01.04.2015 23:00;4.2;745;747;0;87;Ветер
01.04.2015 20:00;4.4;745;747;1;79;Ветер
01.04.2015 17:00;5.2;744;746;1.6;71;Ветер
01.04.2015 14:00;4.8;742.4;744.4;1.8;73;Ветер
01.04.2015 11:00;4.5;740.6;742.6;2.9;74;Ветер
01.04.2015 08:00;2.4;737.7;739.7;3.7;91;Ветер
01.04.2015 05:00;1.9;734;736;0.9;95;Ветер
01.04.2015 02:00;3.7;733.1;735.1;-1.1;97;Ветер
31.03.2015 23:00;2.1;734.2;736.1;-1.6;95;Ветер
31.03.2015 20:00;2.8;735.8;737.8;-2.1;93;Ветер
31.03.2015 17:00;5.2;737.9;739.9;-2;63;Ветер
31.03.2015 14:00;6.8;739.9;741.9;-2.3;53;Ветер
31.03.2015 11:00;5.4;742.2;744.1;-0.9;59;Ветер
31.03.2015 08:00;4.8;743.1;745;;75;Ветер
31.03.2015 05:00;4.8;743.3;745.3;;81;Ветер
31.03.2015 02:00;4.6;741.8;743.8;;92;Ветер
30.03.2015 23:00;5;739.7;741.7;;92;Ветер
30.03.2015 20:00;5.2;737.5;739.5;;86;Ветер
30.03.2015 17:00;6.4;735.1;737.1;;78;Ветер
30.03.2015 14:00;7;733.5;735.4;;79;Ветер
30.03.2015 11:00;5.6;732.5;734.5;;83;Ветер
30.03.2015 08:00;8;733;734.8;;93;Ветер
30.03.2015 05:00;7.3;735.8;737.8;;93;Ветер
30.03.2015 02:00;7.8;739.5;741.4;;92;Ветер
29.03.2015 23:00;8.1;742.7;744.7;;83;Ветер
29.03.2015 20:00;8.6;745;747;;64;Ветер
29.03.2015 17:00;8.8;746.8;748.8;;58;Ветер
29.03.2015 14:00;9.7;748.9;750.8;;51;Ветер
29.03.2015 11:00;8;751.9;754;;62;Ветер
29.03.2015 08:00;0.7;754.9;756.9;;94;Ветер
29.03.2015 05:00;-2.2;756.6;758.7;;96;Ветер
29.03.2015 02:00;-1.2;758.3;760.4;;96;Штиль
28.03.2015 23:00;0.4;759.7;761.8;;94;Штиль
28.03.2015 20:00;4.5;760.4;762.4;;81;Ветер
28.03.2015 17:00;8.9;760.1;762.1;;58;Ветер
28.03.2015 14:00;8.9;760.4;762.4;;74;Ветер
28.03.2015 11:00;7.8;760.3;762.4;;79;Ветер
28.03.2015 08:00;4.7;760;762;;95;Ветер
28.03.2015 05:00;4.2;759.4;761.5;;93;Ветер
28.03.2015 02:00;3.4;759.1;761.2;;93;Ветер
27.03.2015 23:00;4;758.7;760.7;;93;Ветер
27.03.2015 20:00;4.8;757.8;759.7;;87;Ветер
27.03.2015 17:00;6.1;756.5;758.5;;91;Ветер
27.03.2015 14:00;7.1;756.2;758.2;;94;Ветер
27.03.2015 11:00;7.4;755.6;757.6;;95;Ветер
27.03.2015 08:00;9.1;754.8;756.7;;96;Ветер
27.03.2015 05:00;9.3;753.7;755.6;;95;Ветер
27.03.2015 02:00;8.6;753.4;755.4;;95;Ветер
26.03.2015 23:00;9.2;753.7;755.6;;94;Ветер
26.03.2015 20:00;10.4;753.7;755.7;;84;Ветер
26.03.2015 17:00;14.6;753.2;755.2;;50;Ветер
26.03.2015 14:00;14.7;754.7;756.7;;50;Ветер
26.03.2015 11:00;7.5;756.2;758.2;;76;Ветер
26.03.2015 08:00;3.8;757.3;759.4;;88;Ветер
26.03.2015 05:00;3;757.9;759.9;;90;Ветер
26.03.2015 02:00;4.7;759.1;761.1;;81;Ветер
25.03.2015 23:00;4.5;759.7;761.8;;83;Ветер
25.03.2015 20:00;4.4;759.7;761.8;;86;Ветер
25.03.2015 17:00;9.7;759.8;761.8;0.5;62;Ветер
25.03.2015 14:00;9.6;759.3;761.2;0.3;59;Ветер
25.03.2015 11:00;3.5;759;761;1.2;90;Ветер
25.03.2015 08:00;2;757.8;759.8;0.8;97;Ветер
25.03.2015 05:00;2.8;757;759.1;0.3;89;Ветер
25.03.2015 02:00;1.2;756.7;758.8;0.2;94;Ветер
24.03.2015 23:00;2;756.5;758.5;0.5;93;Штиль
24.03.2015 20:00;5;756;758;0.8;77;Ветер
24.03.2015 17:00;10.2;755.2;757.2;-0.3;50;Ветер
24.03.2015 14:00;10.3;755.5;757.5;0.3;52;Ветер
24.03.2015 11:00;8.1;755.2;757.1;0.2;53;Ветер
24.03.2015 08:00;2.7;755;757;-0.2;57;Ветер
24.03.2015 05:00;3.4;755.2;757.2;-0.8;67;Ветер
24.03.2015 02:00;4;756;757.9;-0.9;55;Ветер
23.03.2015 23:00;4.9;756.9;758.9;-1;44;Ветер
23.03.2015 20:00;5.8;757.9;759.9;-1.3;44;Ветер
23.03.2015 17:00;8.4;759.2;761.2;-2;28;Ветер
23.03.2015 14:00;6.7;761.2;763.3;-1.9;34;Ветер
23.03.2015 11:00;3.5;763.1;765.1;-0.3;49;Ветер
23.03.2015 08:00;-0.4;763.4;765.4;-1.1;58;Ветер
23.03.2015 05:00;-0.7;764.5;766.5;-1.3;59;Ветер
23.03.2015 02:00;-1.2;765.8;767.8;-1.4;61;Ветер
22.03.2015 23:00;-1;767.2;769.3;-0.6;61;Штиль
22.03.2015 20:00;0.2;767.8;769.9;-0.8;54;Ветер
22.03.2015 17:00;1.5;768.6;770.6;-0.7;48;Ветер
22.03.2015 14:00;2.1;769.3;771.4;-0.7;46;Ветер
22.03.2015 11:00;0.8;770;772;1.3;45;Ветер
22.03.2015 08:00;-2.1;768.7;770.8;1.7;53;Ветер
22.03.2015 05:00;-2.4;767;769.1;1.9;55;Ветер
22.03.2015 02:00;-1.8;765.1;767.2;2.3;57;Ветер
21.03.2015 23:00;-0.2;762.8;764.9;2.8;82;Ветер
21.03.2015 20:00;0.8;760;762.1;2.7;97;Ветер
21.03.2015 17:00;3.8;757.3;759.4;0.4;93;Ветер
21.03.2015 14:00;5.6;756.9;758.9;0;90;Ветер
21.03.2015 11:00;5.4;756.9;758.9;-0.1;92;Ветер
21.03.2015 08:00;3.8;757;759.1;-0.4;95;Ветер
21.03.2015 05:00;4;757.4;759.4;-1.1;88;Ветер
21.03.2015 02:00;6.1;758.5;760.5;-1.5;59;Ветер
20.03.2015 23:00;6.3;760;761.9;-1.1;52;Ветер
20.03.2015 20:00;7.6;761.1;763.1;-1.3;43;Ветер
20.03.2015 17:00;9;762.4;764.4;-1.5;46;Ветер
20.03.2015 14:00;9.1;763.9;766;-1.2;44;Ветер
20.03.2015 11:00;7.2;765.1;767.2;-0.9;62;Ветер
20.03.2015 08:00;2;766;768;-0.5;80;Ветер
20.03.2015 05:00;1.3;766.5;768.6;-1.3;92;Ветер
20.03.2015 02:00;2.6;767.8;769.8;-0.5;93;Ветер
19.03.2015 23:00;1;768.3;770.4;-0.5;79;Штиль
19.03.2015 20:00;5.8;768.8;770.8;-0.5;50;Штиль
19.03.2015 17:00;11.3;769.3;771.2;-0.9;41;Ветер
19.03.2015 14:00;13;770.2;772.3;-1.2;39;Ветер
19.03.2015 11:00;9.9;771.4;773.4;0.1;47;Ветер
19.03.2015 08:00;-1.4;771.3;773.4;-0.1;86;Ветер
19.03.2015 05:00;-1.6;771.4;773.5;-0.3;78;Штиль
19.03.2015 02:00;0.4;771.7;773.8;-0.6;79;Ветер
18.03.2015 23:00;3;772.3;774.4;-0.3;66;Ветер
18.03.2015 20:00;8;772.6;774.7;-0.3;48;Ветер
18.03.2015 17:00;13.6;772.9;774.8;-1.8;26;Ветер
18.03.2015 14:00;13.4;774.7;776.8;-1.5;25;Ветер
18.03.2015 11:00;8.5;776.2;778.3;-0.5;46;Ветер
18.03.2015 08:00;0.1;776.7;778.8;-0.1;69;Ветер
18.03.2015 05:00;-0.1;776.8;778.9;-0.5;73;Ветер
18.03.2015 02:00;0.7;777.3;779.4;-0.7;66;Штиль
17.03.2015 23:00;4;778;780;-0.1;49;Ветер
17.03.2015 20:00;8.7;778.1;780.1;0.1;37;Ветер
17.03.2015 17:00;13.7;778;779.9;-1.2;27;Ветер
17.03.2015 14:00;13.6;779.2;781.3;-1.2;29;Ветер
17.03.2015 11:00;10.2;780.4;782.5;-0.1;39;Ветер
17.03.2015 08:00;2;780.5;782.6;0.4;68;Ветер
17.03.2015 05:00;1.5;780.1;782.2;0;67;Ветер
17.03.2015 02:00;3.6;780.1;782.2;0.1;62;Ветер
16.03.2015 23:00;5;780;782.1;0.2;63;Ветер
16.03.2015 20:00;7;779.8;781.9;0.6;61;Ветер
16.03.2015 17:00;11.3;779.2;781.3;-0.6;48;Ветер
16.03.2015 14:00;11.6;779.8;781.8;-0.9;52;Ветер
16.03.2015 11:00;7.9;780.7;782.8;0.1;69;Ветер
16.03.2015 08:00;4;780.6;782.7;0.5;85;Ветер
16.03.2015 05:00;2.6;780.1;782.2;0;89;Ветер
16.03.2015 02:00;5;780.1;782.2;0.3;83;Ветер
15.03.2015 23:00;5.9;779.8;781.9;0.5;77;Ветер
15.03.2015 20:00;7.5;779.3;781.3;0.7;68;Ветер
15.03.2015 17:00;9.2;778.6;780.7;0.4;61;Ветер
15.03.2015 14:00;9.4;778.2;780.2;0.1;63;Ветер
15.03.2015 11:00;6.5;778.1;780.2;1;75;Ветер
15.03.2015 08:00;3.8;777.1;779.2;1.1;80;Ветер
15.03.2015 05:00;4.4;776;778;0.6;78;Ветер
15.03.2015 02:00;4.4;775.4;777.5;1;73;Ветер
14.03.2015 23:00;5;774.4;776.5;0.6;67;Ветер
14.03.2015 20:00;6.2;773.8;775.8;1.5;62;Ветер
14.03.2015 17:00;8.5;772.3;774.4;0.9;54;Ветер
14.03.2015 14:00;9.5;771.4;773.4;-0.4;56;Ветер
14.03.2015 11:00;6.6;771.8;773.8;0.2;64;Ветер
14.03.2015 08:00;3.2;771.6;773.6;0.8;75;Ветер
14.03.2015 05:00;4;770.8;772.9;0.4;72;Ветер
14.03.2015 02:00;4.9;770.4;772.4;-0.2;69;Ветер
13.03.2015 23:00;5;770.6;772.6;0.3;69;Ветер
13.03.2015 20:00;5.8;770.3;772.3;1;67;Ветер
13.03.2015 17:00;7.4;769.3;771.3;-0.9;60;Ветер
13.03.2015 14:00;6.2;770.2;772.2;-1;58;Ветер
13.03.2015 11:00;3.4;771.2;773.3;-0.2;62;Ветер
13.03.2015 08:00;0.7;771.4;773.5;-0.1;72;Ветер
13.03.2015 05:00;1.2;771.5;773.6;-0.2;70;Ветер
13.03.2015 02:00;2;771.7;773.8;-0.5;73;Ветер
12.03.2015 23:00;3.3;772.2;774.2;0.5;75;Ветер
12.03.2015 20:00;5.1;771.7;773.8;0.9;60;Ветер
12.03.2015 17:00;6.7;770.8;772.8;-0.3;57;Ветер
12.03.2015 14:00;7.5;771.1;773.2;0.2;61;Ветер
12.03.2015 11:00;5.3;770.9;773;0.4;81;Ветер
12.03.2015 08:00;3.5;770.5;772.6;0.6;93;Ветер
12.03.2015 05:00;3.4;769.9;772;0.6;97;Ветер
12.03.2015 02:00;2.3;769.3;771.4;0.6;97;Ветер
11.03.2015 23:00;3.2;768.7;770.7;1.2;97;Ветер
11.03.2015 20:00;4.8;767.5;769.5;1;89;Ветер
11.03.2015 17:00;6.3;766.5;768.5;0.9;69;Ветер
11.03.2015 14:00;6.3;765.6;767.6;0.7;63;Ветер
11.03.2015 11:00;5.4;764.9;766.9;1.3;80;Ветер
11.03.2015 08:00;3.6;763.6;765.6;0.4;93;Ветер
11.03.2015 05:00;4.4;763.2;765.2;-0.1;92;Ветер
11.03.2015 02:00;5;763.3;765.4;-0.5;91;Ветер
10.03.2015 23:00;6.1;763.8;765.8;;91;Ветер
10.03.2015 20:00;10;763.6;765.6;;68;Ветер
10.03.2015 17:00;11.6;763.9;765.9;-1.1;52;Ветер
10.03.2015 14:00;12.5;765;767;-1.8;58;Ветер
10.03.2015 11:00;8.3;766.8;768.8;-0.9;73;Ветер
10.03.2015 08:00;2.5;767.7;769.7;-0.3;95;Ветер
10.03.2015 05:00;0.4;768;770.1;-0.6;94;Штиль
10.03.2015 02:00;5;768.6;770.6;-0.6;89;Ветер
09.03.2015 23:00;6.1;769.2;771.2;0.5;85;Ветер
09.03.2015 20:00;6.5;768.7;770.8;1.4;87;Ветер
09.03.2015 17:00;7.9;767.3;769.3;1.2;80;Ветер
09.03.2015 14:00;8.8;766.1;768.1;1;77;Ветер
09.03.2015 11:00;9.2;765.1;767;1.3;65;Ветер
09.03.2015 08:00;9.4;763.8;765.8;0.2;62;Ветер
09.03.2015 05:00;9.6;763.6;765.5;-0.6;61;Ветер
09.03.2015 02:00;9.7;764.2;766.1;-0.3;61;Ветер
08.03.2015 23:00;9.9;764.5;766.6;-0.1;62;Ветер
08.03.2015 20:00;11.5;764.6;766.6;-0.2;53;Ветер
08.03.2015 17:00;15.3;764.8;766.8;-0.8;41;Ветер
08.03.2015 14:00;14.7;765.6;767.5;-0.4;43;Ветер
08.03.2015 11:00;10.7;766;768;-0.3;55;Ветер
08.03.2015 08:00;7.6;766.3;768.3;-0.2;68;Ветер
08.03.2015 05:00;7.6;766.5;768.5;-0.5;68;Ветер
08.03.2015 02:00;7.9;767;769;-0.5;66;Ветер
07.03.2015 23:00;7.8;767.5;769.6;-1.1;66;Ветер
07.03.2015 20:00;7.2;768.6;770.6;-0.7;72;Ветер
